Index	CorrectMemoryResponse	ItemNumber	List	ItemType	Ambiguity	MemoryLoad	Condition	Region_1RT.rt	Region_2RT.rt	Region_3RT.rt	Region_4RT.rt	TotalRT	ComprehensionRT.keys	ReferentChoice	ComprehensionRT.rt	Memory_ComprehensionRT.keys	Memory_ComprehensionRT.corr	Memory_ComprehensionRT.rt	Region_5RT.rt	Region_6RT.rt	Region_7RT.rt	expName	session	participant	WMC
38	p	101	2	Exp	One	High	OneHigh	0.468867064	0.30211091	0.335517883	0.735289097	5.329808712	2	Sub	12.84860206	p	1	3.968929052	0.783668041	1.602244854	1.102110863	List2	1	P634	35
39	q	108	2	Filler	NA	NA	MatchMM	0.568818808	0.418725014	0.402245998	0.352236986	3.515024901	2	Sub	1.267941952	p	0	11.21907091	0.435567141	0.518773794	0.81865716	List2	1	P634	35
40	space	73	2	Exp	No	Low	NoLow	0.402310133	0.385560036	0.285254002	0.352110147	5.514772416	1	Obj	8.701408863	space	1	0.618793011	0.435359955	2.652181149	1.001996994	List2	1	P634	35
41	space	133	2	Filler	NA	NA	NeutralMN	0.435431957	0.368799925	0.40200305	0.452022076	3.431245804	2	Sub	2.065984011	space	1	0.668695927	0.351954937	0.785426855	0.635607004	List2	1	P634	35
42	q	94	2	Exp	No	High	NoHigh	0.402132988	0.402164936	0.535362959	1.068783045	4.898181915	1	Obj	1.834578037	q	1	7.785632133	0.651933193	1.285663843	0.552140951	List2	1	P634	35
43	q	106	2	Filler	NA	NA	MatchMM	0.819041014	0.435311079	0.466987848	0.768617153	4.996423006	2	Sub	1.718971014	q	1	9.685743093	0.518746853	1.118895054	0.868824005	List2	1	P634	35
44	p	84	2	Exp	Amb	High	AmbHigh	2.069195032	0.43542099	0.402000904	0.402031898	5.897900819	2	Sub	4.334927082	q	0	13.6674099	0.968608141	0.601933956	1.018709898	List2	1	P634	35
45	space	121	2	Filler	NA	NA	MismatchMF	0.635411024	0.435446978	0.301944017	0.952305794	5.014809608	2	Sub	1.418986797	space	1	0.752283096	1.918876886	0.352017879	0.41880703	List2	1	P634	35
46	space	109	2	Filler	NA	NA	MatchMM	0.452223063	0.351976871	0.402229071	0.385349035	3.615137099	1	Obj	1.417458057	space	1	0.585430861	0.41890192	0.435702085	1.168755054	List2	1	P634	35
47	space	110	2	Filler	NA	NA	MatchFFLow	0.43558979	0.418781042	0.418780088	0.402118921	3.197994708	2	Sub	1.167436838	space	1	0.602026939	0.635359049	0.385262012	0.502103806	List2	1	P634	35
48	p	136	2	Filler	NA	NA	NeutralMN	0.768962145	0.418732882	0.418654919	0.402069092	3.848316194	1	Obj	1.200719118	p	1	4.252110958	0.468691111	0.83555603	0.535650015	List2	1	P634	35
49	space	141	2	Filler	NA	NA	NeutralFN	0.40208602	0.418839931	0.368706942	0.402269125	2.931948185	2	Sub	1.952174187	space	1	0.735307217	0.385750055	0.38532114	0.568974972	List2	1	P634	35
50	q	119	2	Filler	NA	NA	MismatchMFLow	0.4853971	0.352359056	0.402014017	0.368967056	2.981637715	2	Sub	1.133342981	q	1	4.252340078	0.368666172	0.468603134	0.53563118	List2	1	P634	35
51	space	123	2	Filler	NA	NA	MismatchMF	0.285619974	0.50208497	0.368718147	0.568745852	2.98204875	2	Sub	1.350102901	space	1	0.552006006	0.352240086	0.352330923	0.552308798	List2	1	P634	35
52	q	142	2	Filler	NA	NA	NeutralFN	0.485584974	0.485399008	0.38538599	0.618924856	3.329967975	1	Obj	1.485512972	q	1	4.502109051	0.452234983	0.418810129	0.483628035	List2	1	P634	35
53	space	81	2	Exp	Amb	Low	AmbLow	2.052144051	0.652369976	0.452071905	0.418757915	6.348136902	2	Sub	7.318820953	space	1	0.818680048	0.385301113	0.518673897	1.868818045	List2	1	P634	35
54	space	104	2	Filler	NA	NA	MatchMMLow	0.735332012	1.602283001	0.385461807	0.35199523	4.847932101	3	None	3.885715961	space	1	0.718919992	0.968703032	0.335420132	0.468736887	List2	1	P634	35
55	space	80	2	Exp	One	Low	OneLow	0.435458899	0.368660927	0.833689928	1.218806028	4.362777948	1	Obj	3.800228834	space	1	0.452059031	0.368750095	0.418765068	0.718647003	List2	1	P634	35
56	p	112	2	Filler	NA	NA	MatchFFLow	0.485512972	0.46852088	0.418781996	0.418746948	3.847890854	1	Obj	1.80109787	p	1	12.73583603	0.435440063	0.968718052	0.652169943	List2	1	P634	35
57	p	96	2	Exp	Amb	High	AmbHigh	0.685467005	0.318946123	0.352037191	0.302009106	3.014756442	1	Obj	2.852203131	p	1	5.018840075	0.385396004	0.38538003	0.585520983	List2	1	P634	35
58	p	88	2	Exp	No	High	NoHigh	0.752111912	0.385424852	0.302062035	0.335705996	3.529503585	1	Obj	2.051685095	q	0	7.602298021	0.334995985	0.400286913	1.018915892	List2	1	P634	35
59	p	138	2	Filler	NA	NA	NeutralFNLow	0.718956947	0.302029848	0.335297108	0.385416985	2.947971822	1	Obj	1.885626078	p	1	9.485846043	0.435444117	0.401930809	0.368896008	List2	1	P634	35
60	space	79	2	Exp	No	Low	NoLow	0.535541058	0.335430145	0.318840027	0.368846178	4.199702263	2	Sub	1.284110069	space	1	0.651942015	0.935717821	0.336495876	1.368831158	List2	1	P634	35
61	p	144	2	Filler	NA	NA	NeutralFN	0.385484934	0.66869998	0.535435915	0.385361195	3.181720973	1	Obj	1.235424995	p	1	3.716989994	0.335542917	0.33572793	0.535468102	List2	1	P634	35
62	q	82	2	Exp	No	High	NoHigh	1.068770885	0.352204084	0.30202198	0.318869829	4.23131275	1	Obj	3.451009989	p	0	9.835916996	0.78533411	0.418823004	0.985288858	List2	1	P634	35
63	q	137	2	Filler	NA	NA	NeutralMN	1.335525036	0.402276039	0.318779945	0.302280903	3.815095186	2	Sub	1.652369976	p	0	5.95230794	0.568771124	0.318729162	0.568732977	List2	1	P634	35
64	q	95	2	Exp	One	High	OneHigh	0.102017879	0.918959856	0.352177858	0.335431099	3.381953715	1	Obj	2.46893096	q	1	7.135734081	0.535562038	0.668849945	0.46895504	List2	1	P634	35
65	space	105	2	Filler	NA	NA	MatchMMLow	0.619440079	0.335197926	0.302121878	0.335374117	2.898676158	1	Obj	1.285286188	space	1	0.53532815	0.385462999	0.335581064	0.585498095	List2	1	P634	35
66	space	115	2	Filler	NA	NA	MatchFF	0.385288	0.318790913	0.318803072	0.802010059	3.047760248	2	Sub	1.167690039	space	1	0.568958998	0.352027178	0.368789196	0.50205183	List2	1	P634	35
67	q	100	2	Exp	No	High	NoHigh	0.385460854	0.302209854	0.535427809	0.351918936	3.04831052	1	Obj	3.918936014	q	1	3.568734884	0.435343981	0.485543013	0.552406073	List2	1	P634	35
68	p	143	2	Filler	NA	NA	NeutralFN	0.418878078	0.385357857	0.285531044	0.585557938	2.731652975	2	Sub	1.58425498	p	1	3.968903065	0.335628986	0.318706989	0.401992083	List2	1	P634	35
69	space	117	2	Filler	NA	NA	MismatchMFLow	0.902145147	0.335348845	0.368742943	0.335572004	3.446179629	2	Sub	1.001199007	space	1	0.535472155	0.585336924	0.517018795	0.402014971	List2	1	P634	35
70	space	86	2	Exp	One	Low	OneLow	0.385522127	0.318650961	0.352123022	0.335361958	3.448276282	1	Obj	2.849829912	space	1	0.552072048	0.785351992	0.518968105	0.752298117	List2	1	P634	35
71	p	130	2	Filler	NA	NA	MismatchFM	0.468762875	0.302143097	0.302146912	0.335361004	2.665002824	1	Obj	1.101838112	p	1	5.519165993	0.335570097	0.402021885	0.518996954	List2	1	P634	35
72	space	127	2	Filler	NA	NA	MismatchFM	0.418863058	0.418823004	0.302135944	0.485401869	3.415523767	2	Sub	1.068767786	space	1	0.718850851	0.368928909	0.802494049	0.618876934	List2	1	P634	35
1	q	124	2	Filler	NA	NA	MismatchFMLow	1.66920805	0.917026043	0.885377169	2.169126034	8.764095307	2	Obj	2.935435057	p	0	3.868861914	1.068674088	1.035626888	1.019057035	List2	1	P810	40
2	p	107	2	Filler	NA	NA	MatchMM	1.585544109	0.918622017	0.901947021	1.58545804	8.181130408	2	Obj	2.08583498	p	1	3.219208956	1.235499144	0.968671083	0.985388994	List2	1	P810	40
3	p	83	2	Exp	One	High	OneHigh	1.935483217	1.418730021	1.300493956	1.253533125	9.164047242	1	Sub	2.368714809	q	0	2.935594082	1.185158014	0.868644953	1.202003956	List2	1	P810	40
4	p	125	2	Filler	NA	NA	MismatchFMLow	1.785624981	1.202004194	1.002048016	2.018896818	9.098582745	1	Sub	2.267863989	p	1	4.600488901	1.101930857	1.052063942	0.936013937	List2	1	P810	40
5	q	89	2	Exp	One	High	OneHigh	2.002109051	1.167093992	1.06905818	1.185496807	8.296838045	2	Obj	2.452291012	p	0	5.618968964	1.068701983	0.935675144	0.868702888	List2	1	P810	40
6	p	126	2	Filler	NA	NA	MismatchFMLow	1.235502005	1.218854904	1.202042103	1.102232218	8.298348188	2	Obj	2.368216991	q	0	5.16901207	1.169015884	1.135324001	1.235377073	List2	1	P810	40
7	space	93	2	Exp	Amb	Low	AmbLow	1.633611918	1.935498953	1.135426998	1.102269173	9.32985902	1	Sub	3.435098171	space	1	1.502010107	1.535452843	0.935567141	1.052031994	List2	1	P810	40
8	q	120	2	Filler	NA	NA	MismatchMF	1.635757923	1.118772984	1.052208185	1.052560091	7.54946971	2	Obj	4.301594019	p	0	4.635534048	0.918902874	0.902161837	0.869105816	List2	1	P810	40
9	space	75	2	Exp	Amb	Low	AmbLow	2.302118063	1.352181196	1.102082014	0.968394995	8.664629459	2	Obj	12.00204492	space	1	1.018983841	0.95223093	0.90201211	1.085610151	List2	1	P810	40
10	p	114	2	Filler	NA	NA	MatchFF	2.018795967	1.585486889	0.96866703	0.952120066	9.048622609	2	Obj	2.602091074	p	1	2.75204587	1.018889904	1.352147818	1.152514935	List2	1	P810	40
11	p	77	2	Exp	One	High	OneHigh	1.58364296	1.235780001	1.135603905	1.652112007	8.813727856	1	Sub	2.968957186	p	1	1.985327005	1.118844986	1.035708904	1.052035093	List2	1	P810	40
12	q	118	2	Filler	NA	NA	MismatchMFLow	1.902196884	1.085485935	2.268998861	2.568989038	10.39756846	2	Obj	1.868779898	q	1	8.300562143	0.935934067	0.735638857	0.900324821	List2	1	P810	40
13	p	76	2	Exp	No	High	NoHigh	1.252477884	1.268822908	1.152098894	1.035399199	8.64878583	2	Obj	7.832674026	q	0	7.502216816	1.152115107	1.869148016	0.918723822	List2	1	P810	40
14	space	111	2	Filler	NA	NA	MatchFFLow	2.550487995	1.485821962	1.235504866	1.368710041	9.730393886	2	Obj	2.185732126	space	1	0.769179106	1.18531394	1.052395105	0.852159977	List2	1	P810	40
15	q	102	2	Exp	Amb	High	AmbHigh	1.150272131	1.152019978	1.135264874	0.935330868	7.244216921	2	Obj	2.402513981	q	1	4.751796007	1.068698168	0.902334929	0.900295973	List2	1	P810	40
16	space	128	2	Filler	NA	NA	MismatchFM	1.718732834	1.135489941	0.952142954	3.602530956	9.849056721	2	Obj	2.150367022	space	1	1.0023911	0.868828058	0.852128029	0.719203949	List2	1	P810	40
17	space	135	2	Filler	NA	NA	NeutralMN	1.835505009	1.019104958	0.918816805	1.119115114	7.716341972	1	Sub	2.414925098	space	1	0.869138002	0.919049978	0.936067104	0.968683004	List2	1	P810	40
18	space	85	2	Exp	No	Low	NoLow	1.018713951	1.001915932	1.018822908	1.035649061	7.448432922	1	Sub	2.319324017	space	1	0.968915939	0.985619068	1.018940926	1.368771076	List2	1	P810	40
19	space	116	2	Filler	NA	NA	MatchFF	1.503654957	1.602118015	0.952136993	0.951972008	7.41637802	2	Obj	2.266508102	space	1	0.868981838	1.051994085	0.685356855	0.669145107	List2	1	P810	40
20	q	78	2	Exp	Amb	High	AmbHigh	1.20025301	0.819052935	0.835440874	0.835404873	5.778212548	2	Obj	4.602416992	q	1	4.935566902	0.669039011	0.766994953	0.652026892	List2	1	P810	40
21	space	103	2	Filler	NA	NA	MatchMMLow	1.535442114	3.035565853	1.018650055	2.418736935	10.68125177	1	Sub	1.884134054	space	1	0.852538109	0.968734026	0.835484982	0.8686378	List2	1	P810	40
22	space	74	2	Exp	One	Low	OneLow	0.518672943	0.850436926	0.635835886	0.602065802	4.813515187	1	Sub	1.702519178	space	1	0.852178097	0.685490847	0.618754864	0.902257919	List2	1	P810	40
23	space	134	2	Filler	NA	NA	NeutralMN	1.118803978	0.701998234	0.718719959	1.452033997	6.264250994	2	Obj	4.06832695	space	1	0.618115902	0.668603897	0.735405922	0.868685007	List2	1	P810	40
24	space	99	2	Exp	Amb	Low	AmbLow	0.685238838	0.735428095	0.718364	0.735363007	6.830484868	1	Sub	2.050719023	space	1	1.018440008	0.768990994	0.787266016	2.399833918	List2	1	P810	40
25	space	129	2	Filler	NA	NA	MismatchFM	0.852725983	0.853204012	0.750730991	0.769228935	5.614364147	1	Sub	1.629172087	space	1	0.81977582	0.953425169	0.786524057	0.648525	List2	1	P810	40
26	space	92	2	Exp	One	Low	OneLow	1.202288866	0.835855007	0.952141047	0.719222069	6.315567017	1	Sub	2.035150051	space	1	0.702830076	0.884896994	0.868685007	0.852478027	List2	1	P810	40
27	q	113	2	Filler	NA	NA	MatchFF	1.035551071	1.518093824	0.869048119	0.935425043	6.914814949	1	Sub	2.318649054	p	0	3.585469961	0.952039003	0.852427006	0.752230883	List2	1	P810	40
28	p	90	2	Exp	Amb	High	AmbHigh	1.352077961	1.002061844	1.250349045	1.335283041	8.66282487	3	None	4.583044052	p	1	2.068701983	1.152352095	1.302115917	1.268584967	List2	1	P810	40
29	space	139	2	Filler	NA	NA	NeutralFNLow	2.569161892	1.700310946	1.735337019	1.152019978	10.43116784	1	Sub	2.202259064	space	1	0.851958036	1.152081966	1.235357046	0.886898994	List2	1	P810	40
30	space	87	2	Exp	Amb	Low	AmbLow	1.118913889	0.818693876	0.635440826	2.785479069	8.098766566	2	Obj	3.819030046	space	1	0.818619967	0.935841084	0.752394915	1.052002907	List2	1	P810	40
31	space	122	2	Filler	NA	NA	MismatchMF	0.61914897	0.868706942	0.902117014	0.902077913	5.315539837	2	Obj	1.650514841	space	1	0.76883316	0.735383987	0.669034004	0.619071007	List2	1	P810	40
32	space	91	2	Exp	No	Low	NoLow	1.835824966	0.769123077	0.784832954	0.801901102	6.879554032	2	Obj	2.385429859	space	1	0.985659122	0.702111006	0.86864686	1.117114067	List2	1	P810	40
33	q	131	2	Filler	NA	NA	NeutralMN	1.002092838	0.967015028	0.752163887	0.817106962	6.178023814	1	Sub	3.05203104	p	0	5.033791065	0.835241079	0.902020931	0.902383089	List2	1	P810	40
34	space	98	2	Exp	One	Low	OneLow	2.752130032	0.902230978	0.801970959	0.868810892	8.115202905	1	Sub	2.567095995	space	1	0.885660887	0.902051926	1.052535057	0.835473061	List2	1	P810	40
35	space	140	2	Filler	NA	NA	NeutralFNLow	1.535341978	1.102077007	0.88535285	0.885512114	7.248469114	2	Obj	2.332654953	space	1	1.069087982	0.885775089	0.818990946	1.13541913	List2	1	P810	40
36	space	97	2	Exp	No	Low	NoLow	1.26867795	0.785391092	0.769067049	0.933710098	6.363441467	3	None	8.035777092	space	1	0.735879898	0.952069044	0.885784149	0.768742085	List2	1	P810	40
37	q	132	2	Filler	NA	NA	NeutralMN	1.685693979	0.818724871	0.785251856	0.68512392	6.081543445	1	Obj	2.05109787	q	1	5.085722923	0.785914898	0.668656826	0.652177095	List2	1	P810	40
38	p	101	2	Exp	One	High	OneHigh	1.119098902	0.818849087	1.068704128	0.968706846	6.531378031	1	Obj	2.499773979	p	1	7.585892916	0.818768978	0.901986122	0.835263968	List2	1	P810	40
39	q	108	2	Filler	NA	NA	MatchMM	0.635554075	0.702147007	0.651911974	0.735721111	4.815164804	2	Sub	1.967632055	p	0	1.902221918	0.652088881	0.70230484	0.735436916	List2	1	P810	40
40	space	73	2	Exp	No	Low	NoLow	2.367143869	0.851972103	0.969146967	1.085499048	8.578677177	3	None	3.299626112	space	1	0.968775034	0.83386302	0.802242041	1.668810129	List2	1	P810	40
41	space	133	2	Filler	NA	NA	NeutralMN	2.468848944	0.985390902	1.135235071	1.902494907	8.848477602	2	Sub	1.899782181	space	1	1.318628788	0.785455942	0.769032955	0.802018881	List2	1	P810	40
42	q	94	2	Exp	No	High	NoHigh	1.519197941	0.901966095	0.718971968	0.885347843	6.681747675	2	Sub	3.051124811	p	0	4.202186823	1.118844032	0.852026939	0.685392857	List2	1	P810	40
43	q	106	2	Filler	NA	NA	MatchMM	1.368872166	0.78527689	0.818674088	0.818806887	6.181581975	2	Sub	2.151955843	p	0	1.985312939	0.885287046	0.785529852	0.719135046	List2	1	P810	40
44	p	84	2	Exp	Amb	High	AmbHigh	1.602089882	1.135401964	0.968636036	1.03570509	8.181250811	2	Sub	2.935344934	p	1	1.718778849	0.935330868	0.918761015	1.585325956	List2	1	P810	40
45	space	121	2	Filler	NA	NA	MismatchMF	1.717193127	0.952090979	0.885472059	1.002074003	7.013349294	2	Sub	1.485281944	space	1	0.883695126	0.935821056	0.818843126	0.701854944	List2	1	P810	40
46	space	109	2	Filler	NA	NA	MatchMM	1.652024031	0.852979898	0.835055113	0.785794973	6.66571474	1	Obj	1.784153938	space	1	0.902013779	0.9357059	0.802106857	0.802047968	List2	1	P810	40
47	space	110	2	Filler	NA	NA	MatchFFLow	1.35234189	0.88538003	0.90251708	0.81862402	6.248636961	2	Sub	1.567004919	space	1	0.901911974	0.785452843	0.702253103	0.802067995	List2	1	P810	40
48	p	136	2	Filler	NA	NA	NeutralMN	1.769021034	1.235393047	0.935294151	1.21874404	7.765179157	1	Obj	1.184230804	p	1	4.035892963	0.885954142	0.785353899	0.935418844	List2	1	P810	40
49	space	141	2	Filler	NA	NA	NeutralFN	2.352308989	1.702424049	1.102077961	1.101973057	9.032537938	2	Sub	1.968801022	space	1	0.785529137	1.035499811	0.952471972	0.785782099	List2	1	P810	40
50	q	119	2	Filler	NA	NA	MismatchMFLow	1.168844938	1.068696976	1.035443068	1.185550928	7.365267992	2	Sub	4.216586113	q	1	4.15218997	1.035798073	0.852261066	1.018672943	List2	1	P810	40
51	space	123	2	Filler	NA	NA	MismatchMF	1.802561998	0.985395908	0.885461092	0.952048063	7.16565895	2	Sub	2.235544205	space	1	1.033703089	0.902482033	0.868916988	0.768792868	List2	1	P810	40
52	q	142	2	Filler	NA	NA	NeutralFN	1.652031899	1.035580158	0.885690928	1.16900301	7.498754026	1	Obj	1.450583935	p	0	3.385521173	0.985331059	0.869039059	0.902077913	List2	1	P810	40
53	space	81	2	Exp	Amb	Low	AmbLow	2.018062115	1.018741131	1.40259099	1.102093935	9.01450181	2	Sub	4.700492144	space	1	1.718717098	1.035384893	0.901928902	1.535699844	List2	1	P810	40
54	space	104	2	Filler	NA	NA	MatchMMLow	1.702189207	1.135666847	1.01870203	1.202208996	7.548320055	3	None	2.702363014	space	1	0.885596991	0.95211482	0.785431147	0.752007008	List2	1	P810	40
55	space	80	2	Exp	One	Low	OneLow	1.652549028	1.702179909	0.752175808	0.8520751	7.398836612	1	Obj	1.351767063	space	1	0.768656015	0.85215497	0.685359001	0.902342796	List2	1	P810	40
56	p	112	2	Filler	NA	NA	MatchFFLow	1.302135229	0.902451038	0.785630941	0.735421896	5.848591327	1	Obj	2.501202822	p	1	4.169142008	0.718558073	0.719014168	0.685379982	List2	1	P810	40
57	p	96	2	Exp	Amb	High	AmbHigh	1.968818903	1.100378037	0.885287046	0.985584021	7.21161604	2	Sub	1.602059841	p	1	3.818834066	0.81856513	0.70260191	0.750380993	List2	1	P810	40
58	p	88	2	Exp	No	High	NoHigh	1.369264126	0.885301828	0.818753958	0.852535009	6.465270041	3	None	1.084774017	q	0	8.235713959	0.768698215	0.935324907	0.835391998	List2	1	P810	40
59	p	138	2	Filler	NA	NA	NeutralFNLow	3.085578918	0.985454082	0.885457039	1.252178907	8.86581397	1	Obj	1.935689926	q	0	3.818939924	1.002487898	0.969238997	0.685418129	List2	1	P810	40
60	space	79	2	Exp	No	Low	NoLow	2.085309982	0.985238075	0.902536154	0.918762207	7.731195211	3	None	1.950809002	space	1	1.051883221	0.968720913	0.985332966	0.885294914	List2	1	P810	40
61	p	144	2	Filler	NA	NA	NeutralFN	1.485453129	0.968654871	0.935343981	1.035365105	6.564320088	1	Obj	2.518900871	p	1	3.885390997	0.75214982	0.768737078	0.618616104	List2	1	P810	40
62	q	82	2	Exp	No	High	NoHigh	1.268927813	0.61868	0.485388994	0.452749014	4.631727934	3	None	6.501623154	q	1	11.56900311	0.735315084	0.468693972	0.601973057	List2	1	P810	40
63	q	137	2	Filler	NA	NA	NeutralMN	2.785632133	1.06889987	0.952035189	0.952582121	8.116194248	2	Sub	1.201550007	p	0	2.318601131	0.852292061	0.85217905	0.652573824	List2	1	P810	40
64	q	95	2	Exp	One	High	OneHigh	2.10225296	2.519241095	1.035512924	0.869518042	9.216242791	1	Obj	2.035422802	q	1	10.38573503	0.81862402	0.918738842	0.952354908	List2	1	P810	40
65	space	105	2	Filler	NA	NA	MatchMMLow	2.268689156	0.818730116	0.852571964	0.785898924	7.04860592	1	Obj	2.068276882	space	1	0.801991224	0.768630028	0.785395861	0.768689871	List2	1	P810	40
66	space	115	2	Filler	NA	NA	MatchFF	1.65218401	0.985463858	0.852229834	0.885893822	6.848563673	2	Sub	1.816758156	space	1	1.485619068	0.952083111	0.701965094	0.818743944	List2	1	P810	40
67	q	100	2	Exp	No	High	NoHigh	1.33603096	0.952254057	1.068609953	1.018694878	6.948353768	3	None	2.235400915	p	0	3.052047014	0.968722105	0.85194397	0.752097845	List2	1	P810	40
68	p	143	2	Filler	NA	NA	NeutralFN	1.352287054	1.085464001	1.050350189	1.03538394	9.696569205	2	Sub	1.401304007	p	1	3.718873978	1.10205698	1.0523839	3.018643141	List2	1	P810	40
69	space	117	2	Filler	NA	NA	MismatchMFLow	1.352469921	1.100252151	0.935410976	0.919389009	7.113925218	2	Sub	1.351025105	space	1	0.851927996	0.985779047	1.035427094	0.78519702	List2	1	P810	40
70	space	86	2	Exp	One	Low	OneLow	1.31872797	0.869094849	0.902114153	0.951946974	6.331851244	1	Obj	1.749740124	space	1	1.102127075	0.802272081	0.718727112	0.768968105	List2	1	P810	40
71	p	130	2	Filler	NA	NA	MismatchFM	0.685863972	0.885446072	0.817101955	0.802417994	5.446711065	1	Obj	1.51868391	q	0	11.38631988	0.885200024	0.768778086	0.601902962	List2	1	P810	40
72	space	127	2	Filler	NA	NA	MismatchFM	1.302418947	0.718720198	0.668966055	0.919092178	5.681840181	2	Sub	1.435419083	space	1	0.652290821	0.752019882	0.751941919	0.568681002	List2	1	P810	40
1	q	124	2	Filler	NA	NA	MismatchFMLow	1.352305889	1.152179956	0.852087975	3.969123125	9.731424093	2	Obj	2.36912322	p	0	4.035588026	1.035369873	0.685187101	0.685170174	List2	1	P817	50
2	p	107	2	Filler	NA	NA	MatchMM	0.951943874	0.835381031	0.735383987	1.702033043	6.664585829	2	Obj	1.652051926	p	1	3.968834162	0.985791922	0.618746996	0.835304976	List2	1	P817	50
3	p	83	2	Exp	One	High	OneHigh	1.035385132	1.168981791	0.968635082	0.800419807	6.713176727	1	Sub	1.818978071	p	1	5.085392952	0.83545208	0.618830919	1.285471916	List2	1	P817	50
4	p	125	2	Filler	NA	NA	MismatchFMLow	0.88574791	1.3671	0.468374968	0.935350895	5.196026564	1	Sub	4.102180004	q	0	10.31940484	0.468604803	0.435281038	0.63556695	List2	1	P817	50
5	q	89	2	Exp	One	High	OneHigh	0.65219903	1.519157887	0.95210886	0.968621016	6.429736139	2	Obj	2.885802031	p	0	3.185500145	0.735404015	0.73519516	0.867050171	List2	1	P817	50
6	p	126	2	Filler	NA	NA	MismatchFMLow	0.918911934	0.602105141	1.102014065	0.817101955	10.11280918	2	Obj	6.568658113	q	0	12.98621106	0.50185895	0.585350037	5.5854671	List2	1	P817	50
7	space	93	2	Exp	Amb	Low	AmbLow	1.235468149	1.08554101	0.485058069	0.985756159	10.86483407	2	Obj	5.51879096	space	1	1.618669987	0.83541584	0.885392904	5.352201939	List2	1	P817	50
8	q	120	2	Filler	NA	NA	MismatchMF	0.902586937	0.852247	0.785387993	1.252235174	6.599412203	2	Obj	4.302253008	p	0	5.735954046	0.718647003	0.819419146	1.26888895	List2	1	P817	50
9	space	75	2	Exp	Amb	Low	AmbLow	1.701956034	0.968770027	0.8354249	1.152190924	8.362776996	1	Sub	2.368390799	space	1	1.368950129	1.267050028	0.851912022	1.585473061	List2	1	P817	50
